"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Sex code (SEX_LABEL)","Meaning of Ethnicity code (ETH_GROUP_LABEL)","Meaning of Race code (RACE_GROUP_LABEL)","Meaning of Veteran code (VET_GROUP_LABEL)","Meaning of Sales, value of shipments, or revenue size of firms code (RCPSZFI_LABEL)","Year (YEAR)","Number of employer firms (FIRMPDEMP)","Sales, value of shipments, or revenue of employer firms ($1,000) (RCPPDEMP)","Number of employees (EMP)","Annual payroll ($1,000) (PAYANN)","Relative standard error of employer firms (%) (FIRMPDEMP_S)","Relative standard error of sales, value of shipments, or revenue of employer firms (%) (RCPPDEMP_S)","Relative standard error of number of employees (%) (EMP_S)","Relative standard error of annual payroll (%) (PAYANN_S)"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Hispanic","Total","Total","Firms with sales/receipts of $100,000 to $249,999","2018","746","O","1,225","31,686","18.9","S","31.8","28.8"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Hispanic","Total","Total","Firms with sales/receipts of $250,000 to $499,999","2018","778","R","2,320","61,649","26.1","S","31.2","29.5"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Hispanic","Total","Total","Firms with sales/receipts of $500,000 to $999,999","2018","764","T","5,033","158,438","31.0","S","32.4","31.2"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Hispanic","Total","Total","Firms with sales/receipts of $1,000,000 or more","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Total","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of less than $5,000","2018","6","B","0","31","26.8","S","0.0","5.2"
"United States","81 (663)","Other services (except public administration) (663)","Total","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $5,000 to $9,999","2018","10","B","5","70","16.1","S","0.0","2.3"
"United States","81 (663)","Other services (except public administration) (663)","Total","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $10,000 to $24,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Total","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $25,000 to $49,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Total","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $50,000 to $99,999","2018","322","L","593","8,444","42.8","S","59.3","74.7"
"United States","81 (663)","Other services (except public administration) (663)","Total","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $100,000 to $249,999","2018","1,143","R","2,436","43,583","26.7","S","27.4","27.9"
"United States","81 (663)","Other services (except public administration) (663)","Total","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $250,000 to $499,999","2018","1,177","R","4,955","132,632","27.6","S","32.2","32.2"
"United States","81 (663)","Other services (except public administration) (663)","Total","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $500,000 to $999,999","2018","963","T","5,549","168,296","39.9","S","40.0","39.8"
"United States","81 (663)","Other services (except public administration) (663)","Total","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $1,000,000 or more","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Female","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $10,000 to $24,999","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Female","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $25,000 to $49,999","2018","5","B","3","38","32.1","S","53.5","16.9"
"United States","81 (663)","Other services (except public administration) (663)","Female","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $50,000 to $99,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Female","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $100,000 to $249,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Female","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $250,000 to $499,999","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Female","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $500,000 to $999,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Female","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $1,000,000 or more","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","81 (663)","Other services (except public administration) (663)","Male","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of less than $5,000","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","81 (663)","Other services (except public administration) (663)","Male","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $5,000 to $9,999","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","81 (663)","Other services (except public administration) (663)","Male","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $10,000 to $24,999","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","81 (663)","Other services (except public administration) (663)","Male","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $25,000 to $49,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Male","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $50,000 to $99,999","2018","20","I","11","412","8.0","S","29.2","0.4"
"United States","81 (663)","Other services (except public administration) (663)","Male","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $100,000 to $249,999","2018","203","L","418","8,043","38.0","S","47.8","47.2"
"United States","81 (663)","Other services (except public administration) (663)","Male","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $250,000 to $499,999","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Male","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $500,000 to $999,999","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Male","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $1,000,000 or more","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of less than $5,000","2018","5","B","0","31","32.1","S","0.0","10.4"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $5,000 to $9,999","2018","10","B","5","67","16.1","S","32.1","2.4"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $10,000 to $24,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $25,000 to $49,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $50,000 to $99,999","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $100,000 to $249,999","2018","893","R","1,964","32,864","33.0","S","31.9","36.9"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $250,000 to $499,999","2018","833","R","3,191","90,433","33.0","S","39.2","38.1"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $500,000 to $999,999","2018","685","R","3,743","114,967","43.4","S","43.9","42.9"
"United States","81 (663)","Other services (except public administration) (663)","Equally male/female","Equally Hispanic/non-Hispanic","Total","Total","Firms with sales/receipts of $1,000,000 or more","2018","284","T","5,851","167,233","39.3","S","50.5","49.8"
"United States","81 (663)","Other services (except public administration) (663)","Total","Non-Hispanic","Total","Total","Firms with sales/receipts of less than $5,000","2018","1,969","K","1,585","31,125","17.1","S","27.3","49.4"
"United States","81 (663)","Other services (except public administration) (663)","Total","Non-Hispanic","Total","Total","Firms with sales/receipts of $5,000 to $9,999","2018","2,436","L","2,421","20,974","17.7","S","45.1","63.2"
"United States","81 (663)","Other services (except public administration) (663)","Total","Non-Hispanic","Total","Total","Firms with sales/receipts of $10,000 to $24,999","2018","7,693","O","6,841","71,209","5.3","S","19.8","34.1"
"United States","81 (663)","Other services (except public administration) (663)","Total","Non-Hispanic","Total","Total","Firms with sales/receipts of $25,000 to $49,999","2018","19,691","T","20,962","219,949","5.2","S","6.6","5.3"
"United States","81 (663)","Other services (except public administration) (663)","Total","Non-Hispanic","Total","Total","Firms with sales/receipts of $50,000 to $99,999","2018","44,134","U","60,750","905,230","2.6","S","3.4","5.5"
"United States","81 (663)","Other services (except public administration) (663)","Total","Non-Hispanic","Total","Total","Firms with sales/receipts of $100,000 to $249,999","2018","96,585","W","227,899","4,360,002","1.6","S","2.7","1.9"
"United States","81 (663)","Other services (except public administration) (663)","Total","Non-Hispanic","Total","Total","Firms with sales/receipts of $250,000 to $499,999","2018","83,598","W","341,969","8,420,731","2.3","S","3.0","3.0"
"United States","81 (663)","Other services (except public administration) (663)","Total","Non-Hispanic","Total","Total","Firms with sales/receipts of $500,000 to $999,999","2018","59,199","W","394,063","12,119,090","6.3","S","7.1","5.8"
