"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Sex code (SEX_LABEL)","Meaning of Ethnicity code (ETH_GROUP_LABEL)","Meaning of Race code (RACE_GROUP_LABEL)","Meaning of Veteran code (VET_GROUP_LABEL)","Meaning of Years in business code (YIBSZFI_LABEL)","Year (YEAR)","Number of employer firms (FIRMPDEMP)","Sales, value of shipments, or revenue of employer firms ($1,000) (RCPPDEMP)","Number of employees (EMP)","Annual payroll ($1,000) (PAYANN)","Relative standard error of employer firms (%) (FIRMPDEMP_S)","Relative standard error of sales, value of shipments, or revenue of employer firms (%) (RCPPDEMP_S)","Relative standard error of number of employees (%) (EMP_S)","Relative standard error of annual payroll (%) (PAYANN_S)"
"United States","61","Educational services","Total","Total","American Indian and Alaska Native","Veteran","Firms with 6 to 10 years in business","2018","D","D","250 to 499 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Minority","Veteran","Firms with less than 2 years in business","2018","30","L","160","6,892","5.4","S","7.0","0.4"
"United States","61","Educational services","Total","Total","Minority","Veteran","Firms with 4 to 5 years in business","2018","D","D","500 to 999 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Minority","Veteran","Firms with 6 to 10 years in business","2018","122","L","485","9,193","63.6","S","86.2","45.9"
"United States","61","Educational services","Total","Total","Minority","Veteran","Firms with 11 to 15 years in business","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Minority","Veteran","Firms with 16 or more years in business","2018","34","L","170","7,172","138.4","S","29.4","36.1"
"United States","61","Educational services","Total","Total","Equally minority/nonminority","Veteran","Firms with less than 2 years in business","2018","8","B","0","175","20.1","S","0.0","2.8"
"United States","61","Educational services","Total","Total","Equally minority/nonminority","Veteran","Firms with 4 to 5 years in business","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Nonminority","Veteran","Firms with less than 2 years in business","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Nonminority","Veteran","Firms with 2 to 3 years in business","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Nonminority","Veteran","Firms with 4 to 5 years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Nonminority","Veteran","Firms with 6 to 10 years in business","2018","434","R","4,556","147,796","18.4","S","20.4","33.1"
"United States","61","Educational services","Total","Total","Nonminority","Veteran","Firms with 11 to 15 years in business","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Nonminority","Veteran","Firms with 16 or more years in business","2018","704","U","19,844","896,858","20.7","S","49.1","45.6"
"United States","61","Educational services","Total","Total","Total","Equally veteran/nonveteran","Firms with less than 2 years in business","2018","247","M","308","24,464","28.3","S","21.8","7.6"
"United States","61","Educational services","Total","Total","Total","Equally veteran/nonveteran","Firms with 2 to 3 years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Total","Equally veteran/nonveteran","Firms with 4 to 5 years in business","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Total","Equally veteran/nonveteran","Firms with 6 to 10 years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Total","Equally veteran/nonveteran","Firms with 11 to 15 years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Total","Equally veteran/nonveteran","Firms with 16 or more years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Female","Total","Total","Equally veteran/nonveteran","Firms with less than 2 years in business","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","61","Educational services","Female","Total","Total","Equally veteran/nonveteran","Firms with 2 to 3 years in business","2018","D","D","1,000 to 2,499 employees","D","D","D","D","D"
"United States","61","Educational services","Female","Total","Total","Equally veteran/nonveteran","Firms with 4 to 5 years in business","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","61","Educational services","Female","Total","Total","Equally veteran/nonveteran","Firms with 11 to 15 years in business","2018","D","D","250 to 499 employees","D","D","D","D","D"
"United States","61","Educational services","Male","Total","Total","Equally veteran/nonveteran","Firms with less than 2 years in business","2018","3","B","6","197","53.5","S","26.8","1.2"
"United States","61","Educational services","Male","Total","Total","Equally veteran/nonveteran","Firms with 4 to 5 years in business","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","61","Educational services","Equally male/female","Total","Total","Equally veteran/nonveteran","Firms with less than 2 years in business","2018","205","L","256","21,693","30.4","S","22.3","8.1"
"United States","61","Educational services","Equally male/female","Total","Total","Equally veteran/nonveteran","Firms with 2 to 3 years in business","2018","263","O","915","36,736","49.2","S","50.3","12.5"
"United States","61","Educational services","Equally male/female","Total","Total","Equally veteran/nonveteran","Firms with 4 to 5 years in business","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","61","Educational services","Equally male/female","Total","Total","Equally veteran/nonveteran","Firms with 6 to 10 years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Equally male/female","Total","Total","Equally veteran/nonveteran","Firms with 11 to 15 years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Equally male/female","Total","Total","Equally veteran/nonveteran","Firms with 16 or more years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Hispanic","Total","Equally veteran/nonveteran","Firms with less than 2 years in business","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Hispanic","Total","Equally veteran/nonveteran","Firms with 4 to 5 years in business","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Equally Hispanic/non-Hispanic","Total","Equally veteran/nonveteran","Firms with less than 2 years in business","2018","14","K","13","11,620","11.5","S","12.3","1.0"
"United States","61","Educational services","Total","Equally Hispanic/non-Hispanic","Total","Equally veteran/nonveteran","Firms with 2 to 3 years in business","2018","D","D","20 to 99 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Equally Hispanic/non-Hispanic","Total","Equally veteran/nonveteran","Firms with 6 to 10 years in business","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Equally Hispanic/non-Hispanic","Total","Equally veteran/nonveteran","Firms with 11 to 15 years in business","2018","D","D","500 to 999 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Equally Hispanic/non-Hispanic","Total","Equally veteran/nonveteran","Firms with 16 or more years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Non-Hispanic","Total","Equally veteran/nonveteran","Firms with less than 2 years in business","2018","202","L","295","12,062","30.5","S","22.7","14.1"
"United States","61","Educational services","Total","Non-Hispanic","Total","Equally veteran/nonveteran","Firms with 2 to 3 years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Non-Hispanic","Total","Equally veteran/nonveteran","Firms with 4 to 5 years in business","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Non-Hispanic","Total","Equally veteran/nonveteran","Firms with 6 to 10 years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Non-Hispanic","Total","Equally veteran/nonveteran","Firms with 11 to 15 years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Non-Hispanic","Total","Equally veteran/nonveteran","Firms with 16 or more years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","White","Equally veteran/nonveteran","Firms with less than 2 years in business","2018","225","L","276","12,620","31.1","S","24.1","14.7"
"United States","61","Educational services","Total","Total","White","Equally veteran/nonveteran","Firms with 2 to 3 years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","White","Equally veteran/nonveteran","Firms with 4 to 5 years in business","2018","S","S","250 to 499 employees","S","S","S","S","S"
