"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Sex code (SEX_LABEL)","Meaning of Ethnicity code (ETH_GROUP_LABEL)","Meaning of Race code (RACE_GROUP_LABEL)","Meaning of Veteran code (VET_GROUP_LABEL)","Meaning of Employment size of firms code (EMPSZFI_LABEL)","Year (YEAR)","Number of employer firms (FIRMPDEMP)","Sales, value of shipments, or revenue of employer firms ($1,000) (RCPPDEMP)","Number of employees (EMP)","Annual payroll ($1,000) (PAYANN)","Relative standard error of employer firms (%) (FIRMPDEMP_S)","Relative standard error of sales, value of shipments, or revenue of employer firms (%) (RCPPDEMP_S)","Relative standard error of number of employees (%) (EMP_S)","Relative standard error of annual payroll (%) (PAYANN_S)"
"United States","61","Educational services","Equally male/female","Total","Total","Nonveteran","Firms with no employees","2018","1,300","R","0","60,343","19.5","S","0.0","18.6"
"United States","61","Educational services","Equally male/female","Total","Total","Nonveteran","Firms with 1 to 4 employees","2018","4,612","U","9,406","272,438","12.5","S","18.0","22.6"
"United States","61","Educational services","Equally male/female","Total","Total","Nonveteran","Firms with 5 to 9 employees","2018","2,117","U","14,380","335,011","19.2","S","21.2","20.4"
"United States","61","Educational services","Equally male/female","Total","Total","Nonveteran","Firms with 10 to 19 employees","2018","1,743","U","22,977","408,571","22.6","S","23.2","34.5"
"United States","61","Educational services","Equally male/female","Total","Total","Nonveteran","Firms with 20 to 49 employees","2018","1,299","U","37,821","762,604","35.1","S","37.3","36.9"
"United States","61","Educational services","Equally male/female","Total","Total","Nonveteran","Firms with 50 to 99 employees","2018","362","U","23,449","715,501","26.1","S","28.2","36.1"
"United States","61","Educational services","Equally male/female","Total","Total","Nonveteran","Firms with 100 to 249 employees","2018","S","S","10,000 to 24,999 employees","S","S","S","S","S"
"United States","61","Educational services","Equally male/female","Total","Total","Nonveteran","Firms with 250 to 499 employees","2018","D","D","10,000 to 24,999 employees","D","D","D","D","D"
"United States","61","Educational services","Equally male/female","Total","Total","Nonveteran","Firms with 500 employees or more","2018","6","R","3,978","137,444","26.8","S","1.7","1.1"
"United States","61","Educational services","Total","Hispanic","Total","Nonveteran","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Hispanic","Total","Nonveteran","Firms with 1 to 4 employees","2018","1,549","R","3,361","68,979","16.1","S","22.5","33.0"
"United States","61","Educational services","Total","Hispanic","Total","Nonveteran","Firms with 5 to 9 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Hispanic","Total","Nonveteran","Firms with 10 to 19 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Hispanic","Total","Nonveteran","Firms with 20 to 49 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Hispanic","Total","Nonveteran","Firms with 50 to 99 employees","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Hispanic","Total","Nonveteran","Firms with 100 to 249 employees","2018","D","D","5,000 to 9,999 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Hispanic","Total","Nonveteran","Firms with 250 to 499 employees","2018","D","D","100 to 249 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Hispanic","Total","Nonveteran","Firms with 500 employees or more","2018","D","D","20 to 99 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Equally Hispanic/non-Hispanic","Total","Nonveteran","Firms with no employees","2018","97","K","0","753","64.8","S","0.0","0.5"
"United States","61","Educational services","Total","Equally Hispanic/non-Hispanic","Total","Nonveteran","Firms with 1 to 4 employees","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Equally Hispanic/non-Hispanic","Total","Nonveteran","Firms with 5 to 9 employees","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Equally Hispanic/non-Hispanic","Total","Nonveteran","Firms with 10 to 19 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Equally Hispanic/non-Hispanic","Total","Nonveteran","Firms with 20 to 49 employees","2018","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Non-Hispanic","Total","Nonveteran","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Non-Hispanic","Total","Nonveteran","Firms with 1 to 4 employees","2018","25,431","W","50,754","1,431,616","5.5","S","7.2","15.4"
"United States","61","Educational services","Total","Non-Hispanic","Total","Nonveteran","Firms with 5 to 9 employees","2018","10,448","W","69,837","1,539,355","6.2","S","7.6","15.6"
"United States","61","Educational services","Total","Non-Hispanic","Total","Nonveteran","Firms with 10 to 19 employees","2018","7,228","U","95,049","1,812,942","6.7","S","5.3","11.6"
"United States","61","Educational services","Total","Non-Hispanic","Total","Nonveteran","Firms with 20 to 49 employees","2018","5,431","W","159,294","3,788,024","12.3","S","12.6","16.2"
"United States","61","Educational services","Total","Non-Hispanic","Total","Nonveteran","Firms with 50 to 99 employees","2018","1,605","W","106,902","3,324,299","30.2","S","29.3","30.8"
"United States","61","Educational services","Total","Non-Hispanic","Total","Nonveteran","Firms with 100 to 249 employees","2018","S","S","50,000 to 99,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Non-Hispanic","Total","Nonveteran","Firms with 250 to 499 employees","2018","S","S","25,000 to 49,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Non-Hispanic","Total","Nonveteran","Firms with 500 employees or more","2018","76","W","51,193","2,095,648","2.1","S","0.1","0.1"
"United States","61","Educational services","Total","Total","White","Nonveteran","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","White","Nonveteran","Firms with 1 to 4 employees","2018","22,692","W","45,356","1,248,023","5.0","S","6.0","14.0"
"United States","61","Educational services","Total","Total","White","Nonveteran","Firms with 5 to 9 employees","2018","9,443","U","63,493","1,447,771","9.0","S","8.8","15.2"
"United States","61","Educational services","Total","Total","White","Nonveteran","Firms with 10 to 19 employees","2018","6,328","U","84,014","1,684,925","9.6","S","8.1","13.5"
"United States","61","Educational services","Total","Total","White","Nonveteran","Firms with 20 to 49 employees","2018","4,750","W","139,348","3,304,338","10.0","S","11.5","12.7"
"United States","61","Educational services","Total","Total","White","Nonveteran","Firms with 50 to 99 employees","2018","1,613","W","107,303","3,249,800","30.6","S","30.3","32.8"
"United States","61","Educational services","Total","Total","White","Nonveteran","Firms with 100 to 249 employees","2018","S","S","50,000 to 99,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","White","Nonveteran","Firms with 250 to 499 employees","2018","S","S","10,000 to 24,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","White","Nonveteran","Firms with 500 employees or more","2018","75","W","50,575","2,081,427","2.1","S","0.2","0.0"
"United States","61","Educational services","Total","Total","Black or African American","Nonveteran","Firms with no employees","2018","538","M","0","21,384","25.3","S","0.0","37.0"
"United States","61","Educational services","Total","Total","Black or African American","Nonveteran","Firms with 1 to 4 employees","2018","1,147","R","2,658","66,327","24.3","S","28.3","49.8"
"United States","61","Educational services","Total","Total","Black or African American","Nonveteran","Firms with 5 to 9 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Black or African American","Nonveteran","Firms with 10 to 19 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Black or African American","Nonveteran","Firms with 20 to 49 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Black or African American","Nonveteran","Firms with 100 to 249 employees","2018","D","D","100 to 249 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Black or African American","Nonveteran","Firms with 500 employees or more","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with no employees","2018","5","I","0","2,028","32.1","S","0.0","0.0"
"United States","61","Educational services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with 1 to 4 employees","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with 5 to 9 employees","2018","5","I","29","487","32.1","S","0.0","1.3"
"United States","61","Educational services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with 10 to 19 employees","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with 20 to 49 employees","2018","D","D","500 to 999 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with 50 to 99 employees","2018","D","D","500 to 999 employees","D","D","D","D","D"
"United States","61","Educational services","Total","Total","Asian","Nonveteran","Firms with no employees","2018","827","R","0","47,196","29.6","S","0.0","6.3"
"United States","61","Educational services","Total","Total","Asian","Nonveteran","Firms with 1 to 4 employees","2018","3,120","T","6,017","179,912","15.9","S","17.7","37.8"
"United States","61","Educational services","Total","Total","Asian","Nonveteran","Firms with 5 to 9 employees","2018","1,078","R","6,807","117,136","30.8","S","30.4","41.0"
"United States","61","Educational services","Total","Total","Asian","Nonveteran","Firms with 10 to 19 employees","2018","1,024","R","13,387","145,169","24.5","S","22.3","41.8"
"United States","61","Educational services","Total","Total","Asian","Nonveteran","Firms with 20 to 49 employees","2018","866","U","25,087","556,670","28.8","S","24.5","38.1"
"United States","61","Educational services","Total","Total","Asian","Nonveteran","Firms with 50 to 99 employees","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"United States","61","Educational services","Total","Total","Asian","Nonveteran","Firms with 100 to 249 employees","2018","S","S","10,000 to 24,999 employees","S","S","S","S","S"
